Reading_ID,Date,Shift_ID,Section_Code,Station_Code,Machine_Code,Air_Temperature_K,Process_Temperature_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,Predicted_Failure_Probability,Predicted_Failure
582,13-06-2026,C,WB,WB03,MC-WB03,296.6,307.9,1471,28.5,101.6,0,0
583,13-06-2026,C,FA,FA02,MC-FA02,300.2,310,1718,40.6,216.2,0.005,0
584,13-06-2026,C,FI,FI02,MC-FI02,298.5,308,1460,45,62,0,0
585,13-06-2026,C,FI,FI03,MC-FI03,295.6,305.6,1595,37.9,140.2,0,0
586,14-06-2026,A,EA,EA01,MC-EA01,296.8,307.1,1569,42.7,106.1,0,0
587,14-06-2026,A,EA,EA02,MC-EA02,295.5,303.9,1612,41,204.4,0,0
588,14-06-2026,A,EA,EA03,MC-EA03,296.9,306.3,1339,40.8,224.8,0.005,0
589,14-06-2026,A,CB,CB01,MC-CB01,297.3,307,1469,35.4,56.7,0,0
590,14-06-2026,A,CB,CB02,MC-CB02,296.8,307,1421,36.3,209,0,0
591,14-06-2026,A,BP,BP03,MC-BP03,294.4,303.6,1495,41,50.4,0,0
592,14-06-2026,A,PS,PS01,MC-PS01,297.8,307.9,1416,39.5,172.9,0,0
593,14-06-2026,A,PS,PS02,MC-PS02,298,308.5,1387,33.9,218.3,0,0
594,14-06-2026,A,PS,PS03,MC-PS03,298.4,309.2,1503,35.4,87.6,0,0
595,14-06-2026,A,PS,PS04,MC-PS04,298.5,307.5,1748,34.3,181.1,0,0
596,14-06-2026,A,WB,WB01,MC-WB01,297.3,305.8,1313,39.9,205.5,0,0
597,14-06-2026,A,WB,WB03,MC-WB03,297.7,308.5,1475,32.8,156.7,0,0
598,14-06-2026,A,FA,FA02,MC-FA02,297.1,307.8,1198,55.3,36.9,0,0
599,14-06-2026,A,FI,FI02,MC-FI02,298.8,308.8,1656,48,129,0,0
600,14-06-2026,A,FI,FI03,MC-FI03,300.9,312.3,1565,40.1,174,0,0
601,14-06-2026,B,EA,EA01,MC-EA01,295.8,306.2,1596,41.6,149.8,0,0
602,14-06-2026,B,EA,EA02,MC-EA02,296.7,306.8,1463,38.6,35.4,0,0
603,14-06-2026,B,EA,EA03,MC-EA03,296.2,306.3,1373,46.2,66.4,0.005,0
604,14-06-2026,B,CB,CB01,MC-CB01,299.7,310.2,1672,26.1,94,0,0
605,14-06-2026,B,CB,CB02,MC-CB02,300.7,311.1,1453,48.8,4.8,0,0
606,14-06-2026,B,BP,BP03,MC-BP03,297.4,308.5,1506,52.8,139.9,0,0
607,14-06-2026,B,PS,PS01,MC-PS01,296.2,307,1478,29.7,156,0,0
608,14-06-2026,B,PS,PS02,MC-PS02,299.7,309.7,1398,42.9,60.2,0,0
609,14-06-2026,B,PS,PS03,MC-PS03,294.6,304.6,1297,23.5,67.4,0,0
610,14-06-2026,B,PS,PS04,MC-PS04,299.6,310,1593,40.8,155.7,0,0
611,14-06-2026,B,WB,WB01,MC-WB01,296.7,308.2,1598,39.3,129.4,0,0
612,14-06-2026,B,WB,WB03,MC-WB03,296.4,304.6,1240,44.6,135.7,0,0
613,14-06-2026,B,FA,FA02,MC-FA02,296.9,307.5,1708,39.5,92.7,0,0
614,14-06-2026,B,FI,FI02,MC-FI02,297.5,308.1,1515,47.3,235.9,0.99,1
615,14-06-2026,B,FI,FI03,MC-FI03,301.4,311.8,1454,43.2,241.8,0.165,0
616,14-06-2026,C,EA,EA01,MC-EA01,300.1,308.5,1544,42.5,43.3,0,0
617,14-06-2026,C,EA,EA02,MC-EA02,297.8,308.1,1319,34.6,65.8,0,0
618,14-06-2026,C,EA,EA03,MC-EA03,297.9,307.2,1631,42.7,69.2,0,0
619,14-06-2026,C,CB,CB01,MC-CB01,298.3,309.5,1478,30.2,45,0,0
620,14-06-2026,C,CB,CB02,MC-CB02,299.6,310.2,1485,55.2,181.2,0,0
621,14-06-2026,C,BP,BP03,MC-BP03,299.4,308.7,1675,31.4,103.4,0,0
622,14-06-2026,C,PS,PS01,MC-PS01,297.1,305.4,1541,42.7,187.6,0,0
623,14-06-2026,C,PS,PS02,MC-PS02,295.5,304.9,1237,56.8,191.8,0.01,0
624,14-06-2026,C,PS,PS03,MC-PS03,297.8,309.2,1414,33.1,212.9,0,0
625,14-06-2026,C,PS,PS04,MC-PS04,296.3,304.9,1720,53.1,43,0,0
626,14-06-2026,C,WB,WB01,MC-WB01,293.5,303.7,1792,59.5,44.9,0,0
627,14-06-2026,C,WB,WB03,MC-WB03,298.5,310,1449,17.3,174.3,0,0
628,14-06-2026,C,FA,FA02,MC-FA02,298.1,308.8,1604,27.3,126.8,0,0
629,14-06-2026,C,FI,FI02,MC-FI02,297.5,308.7,1494,34.5,220.3,0.005,0
630,14-06-2026,C,FI,FI03,MC-FI03,298.2,309.1,1508,36.4,205.5,0,0
631,15-06-2026,A,EA,EA01,MC-EA01,300.8,311.5,1234,39.2,60.3,0,0
632,15-06-2026,A,EA,EA02,MC-EA02,297.3,309.1,1563,48,54.9,0,0
633,15-06-2026,A,EA,EA03,MC-EA03,299.2,310.6,1365,35.1,104.9,0,0
634,15-06-2026,A,CB,CB01,MC-CB01,296.2,306.3,1727,48.6,200.8,0,0
635,15-06-2026,A,CB,CB02,MC-CB02,296.2,307,1335,47.5,12.6,0,0
636,15-06-2026,A,BP,BP03,MC-BP03,300,311.3,1737,54.7,203.1,0,0
637,15-06-2026,A,PS,PS01,MC-PS01,297,308.9,1531,50.9,180.9,0,0
638,15-06-2026,A,PS,PS02,MC-PS02,296.1,306.8,1541,32,248.9,0.1,0
639,15-06-2026,A,PS,PS03,MC-PS03,297.4,307,1714,37.5,192.6,0,0
640,15-06-2026,A,PS,PS04,MC-PS04,297.8,307.3,1657,54.5,74.9,0,0
641,15-06-2026,A,WB,WB01,MC-WB01,298.9,310.5,1486,39.7,2.7,0,0
642,15-06-2026,A,WB,WB03,MC-WB03,297.5,307.5,1553,42.3,97.7,0,0
643,15-06-2026,A,FA,FA02,MC-FA02,302.1,313.5,1635,43.9,92.2,0,0
644,15-06-2026,A,FI,FI02,MC-FI02,299.9,310.8,1507,24.6,216.2,0,0
645,15-06-2026,A,FI,FI03,MC-FI03,296.1,307,1498,37.5,46.1,0,0
646,15-06-2026,B,EA,EA01,MC-EA01,299.8,311.3,1372,35.9,60,0,0
647,15-06-2026,B,EA,EA02,MC-EA02,297.7,306.4,1457,36.4,208,0,0
648,15-06-2026,B,EA,EA03,MC-EA03,294.9,303.1,1679,27.8,210.2,0,0
649,15-06-2026,B,CB,CB01,MC-CB01,297.1,307.5,1509,34.6,104.9,0,0
650,15-06-2026,B,CB,CB02,MC-CB02,297.7,307.1,1527,30.6,195,0,0
651,15-06-2026,B,BP,BP03,MC-BP03,296.3,305.9,1587,38.3,192.8,0,0
652,15-06-2026,B,PS,PS01,MC-PS01,298.3,305.8,1549,38.4,114.5,0,0
653,15-06-2026,B,PS,PS02,MC-PS02,300.5,310.4,1454,41.4,62.5,0,0
654,15-06-2026,B,PS,PS03,MC-PS03,298.7,309.3,1344,47.1,223,0.69,1
655,15-06-2026,B,PS,PS04,MC-PS04,299,309.2,1762,40,50.2,0,0
656,15-06-2026,B,WB,WB01,MC-WB01,294.8,304.9,1456,18.1,92.5,0,0
657,15-06-2026,B,WB,WB03,MC-WB03,296.4,304.2,1343,35.1,245.1,0.005,0
658,15-06-2026,B,FA,FA02,MC-FA02,297.8,307.6,1448,49.4,99.4,0,0
659,15-06-2026,B,FI,FI02,MC-FI02,297.6,306.7,1445,43.4,217.5,0,0
660,15-06-2026,B,FI,FI03,MC-FI03,298.2,306.9,1194,51.6,235.2,0.19,0
661,15-06-2026,C,EA,EA01,MC-EA01,296.4,305.5,1444,27.1,204.8,0,0
662,15-06-2026,C,EA,EA02,MC-EA02,299.6,309.5,1725,28.9,168,0,0
663,15-06-2026,C,EA,EA03,MC-EA03,297.8,308.1,1446,26,6.4,0,0
664,15-06-2026,C,CB,CB01,MC-CB01,293.5,305.1,1284,46.4,145.3,0,0
665,15-06-2026,C,CB,CB02,MC-CB02,296.4,306.6,1509,40.2,203.7,0,0
666,15-06-2026,C,BP,BP03,MC-BP03,297.3,308.5,1433,39,233.2,0.01,0
667,15-06-2026,C,PS,PS01,MC-PS01,297.2,307.2,1501,38.3,102,0,0
668,15-06-2026,C,PS,PS02,MC-PS02,299.1,307.7,1376,38.7,38.8,0,0
669,15-06-2026,C,PS,PS03,MC-PS03,298.8,308.3,1347,43,24.8,0,0
670,15-06-2026,C,PS,PS04,MC-PS04,299.5,308.8,1431,41.4,185.1,0,0
671,15-06-2026,C,WB,WB01,MC-WB01,300.7,312.5,1477,40.7,135,0.005,0
672,15-06-2026,C,WB,WB03,MC-WB03,298.5,308.1,1363,52.1,72.1,0,0
673,15-06-2026,C,FA,FA02,MC-FA02,296.8,309,1439,20,240.8,0.015,0
674,15-06-2026,C,FI,FI02,MC-FI02,300.5,309.8,1492,39.9,10.7,0,0
675,15-06-2026,C,FI,FI03,MC-FI03,298.9,309.1,1371,46.9,184.9,0,0
676,16-06-2026,A,EA,EA01,MC-EA01,297.9,306.3,1099,48.1,63.3,0,0
677,16-06-2026,A,EA,EA02,MC-EA02,298.3,308.6,1553,45.4,165.2,0,0
678,16-06-2026,A,EA,EA03,MC-EA03,298.8,306.7,1538,61.1,19.6,0,0
679,16-06-2026,A,CB,CB01,MC-CB01,296.7,307.3,1366,49.7,201.4,0,0
680,16-06-2026,A,CB,CB02,MC-CB02,298.7,309.8,1279,37.3,98,0,0
681,16-06-2026,A,BP,BP03,MC-BP03,296.4,306.3,1395,49,78.8,0,0
682,16-06-2026,A,PS,PS01,MC-PS01,296.6,305.9,1535,51.6,69.2,0,0
683,16-06-2026,A,PS,PS02,MC-PS02,294.6,304.3,1538,51.1,204.1,0,0
684,16-06-2026,A,PS,PS03,MC-PS03,298.7,310.9,1674,24.7,133.7,0,0
685,16-06-2026,A,PS,PS04,MC-PS04,296.7,306.2,1292,35.5,233.1,0.015,0
686,16-06-2026,A,WB,WB01,MC-WB01,297,307.1,1506,40,98.4,0.005,0
687,16-06-2026,A,WB,WB03,MC-WB03,297.6,308.8,1493,40.3,77.1,0,0
688,16-06-2026,A,FA,FA02,MC-FA02,296.8,306.5,1356,29.7,0.8,0,0
689,16-06-2026,A,FI,FI02,MC-FI02,295.8,306,1585,38.3,236.1,0.03,0
690,16-06-2026,A,FI,FI03,MC-FI03,298.2,307.7,1638,54.8,50.3,0,0
691,16-06-2026,B,EA,EA01,MC-EA01,297.4,308,1324,52.5,36.7,0,0
692,16-06-2026,B,EA,EA02,MC-EA02,298.8,308.9,1572,48.4,129.6,0.005,0
693,16-06-2026,B,EA,EA03,MC-EA03,297.4,305.8,1303,39,6.8,0,0
694,16-06-2026,B,CB,CB01,MC-CB01,300.7,310,1288,54.1,100.3,0,0
695,16-06-2026,B,CB,CB02,MC-CB02,295.1,304,1603,32.9,29.8,0,0
696,16-06-2026,B,BP,BP03,MC-BP03,300.6,309.3,1268,37,242.6,0.07,0
697,16-06-2026,B,PS,PS01,MC-PS01,299.1,309.8,1316,48.2,142.7,0,0
698,16-06-2026,B,PS,PS02,MC-PS02,297.7,307.3,1493,43.1,144.4,0,0
699,16-06-2026,B,PS,PS03,MC-PS03,298.4,308.6,1510,27.2,173.1,0,0
700,16-06-2026,B,PS,PS04,MC-PS04,298.7,309.7,1420,24.9,204.9,0,0
701,16-06-2026,B,WB,WB01,MC-WB01,299.2,307.5,1405,32.3,158.6,0,0
702,16-06-2026,B,WB,WB03,MC-WB03,296,306.8,1676,48.8,79.6,0,0
703,16-06-2026,B,FA,FA02,MC-FA02,298.9,309.1,1250,41.7,233.4,0.005,0
704,16-06-2026,B,FI,FI02,MC-FI02,299.8,309.8,1332,50.4,199.2,0,0
705,16-06-2026,B,FI,FI03,MC-FI03,295.8,304.6,1571,33.6,39.1,0,0
706,16-06-2026,C,EA,EA01,MC-EA01,298.5,310.1,1452,42.1,160.4,0,0
707,16-06-2026,C,EA,EA02,MC-EA02,298.4,307.6,1419,56.4,107.2,0,0
708,16-06-2026,C,EA,EA03,MC-EA03,296.3,307,1469,40.6,131.5,0,0
709,16-06-2026,C,CB,CB01,MC-CB01,297.7,308.2,1411,35.5,231.2,0,0
710,16-06-2026,C,CB,CB02,MC-CB02,298.3,310,1390,27.6,207.7,0,0
711,16-06-2026,C,BP,BP03,MC-BP03,296.8,308.4,1487,65.2,176.3,0.005,0
712,16-06-2026,C,PS,PS01,MC-PS01,299.6,311,1747,36,141.1,0,0
713,16-06-2026,C,PS,PS02,MC-PS02,299.2,310.1,1450,39.8,179.3,0,0
714,16-06-2026,C,PS,PS03,MC-PS03,296.4,307,1553,44.4,222.1,0.015,0
715,16-06-2026,C,PS,PS04,MC-PS04,299.5,308.6,1504,43.1,55.1,0,0
716,16-06-2026,C,WB,WB01,MC-WB01,300.4,311.7,1471,10.6,24,0,0
717,16-06-2026,C,WB,WB03,MC-WB03,298,308.3,1433,32.4,40.5,0,0
718,16-06-2026,C,FA,FA02,MC-FA02,298.6,307.7,1279,47.6,138.1,0,0
719,16-06-2026,C,FI,FI02,MC-FI02,297.6,307.2,1424,51.3,178.8,0,0
720,16-06-2026,C,FI,FI03,MC-FI03,297.3,307.1,1622,33.6,79.7,0,0
721,17-06-2026,A,EA,EA01,MC-EA01,298.7,309.8,1382,33.5,186.7,0,0
722,17-06-2026,A,EA,EA02,MC-EA02,296.9,306.7,1366,49.6,40.2,0,0
723,17-06-2026,A,EA,EA03,MC-EA03,299.8,309.8,1807,42,93.7,0,0
724,17-06-2026,A,CB,CB01,MC-CB01,299.1,310.1,1413,29.3,194.9,0,0
725,17-06-2026,A,CB,CB02,MC-CB02,295.8,305,1647,60.1,97.5,0,0
726,17-06-2026,A,BP,BP03,MC-BP03,299,309.9,1526,36.2,49.5,0,0
727,17-06-2026,A,PS,PS01,MC-PS01,296.8,306.1,1424,38.9,220.3,0,0
728,17-06-2026,A,PS,PS02,MC-PS02,297.2,307.3,1454,41.6,209.1,0,0
729,17-06-2026,A,PS,PS03,MC-PS03,295,306,1584,45.8,121.9,0,0
730,17-06-2026,A,PS,PS04,MC-PS04,298.9,308.8,1472,51.5,200.8,0.005,0
731,17-06-2026,A,WB,WB01,MC-WB01,298.7,307.9,1404,38.7,80.1,0,0
732,17-06-2026,A,WB,WB03,MC-WB03,300.3,309.1,1417,34.4,134.3,0,0
733,17-06-2026,A,FA,FA02,MC-FA02,301.4,312.8,1901,25.3,173.2,0,0
734,17-06-2026,A,FI,FI02,MC-FI02,298.6,309,1493,37.1,123,0,0
735,17-06-2026,A,FI,FI03,MC-FI03,297.1,307.4,1521,47.6,139,0,0
736,17-06-2026,B,EA,EA01,MC-EA01,298,308.5,1510,30.7,134.5,0,0
737,17-06-2026,B,EA,EA02,MC-EA02,298.4,307.8,1764,47.3,99.5,0,0
738,17-06-2026,B,EA,EA03,MC-EA03,300.2,309.4,1747,55.7,236.8,0.095,0
739,17-06-2026,B,CB,CB01,MC-CB01,299.7,309.6,1260,32.6,19.8,0,0
740,17-06-2026,B,CB,CB02,MC-CB02,297.3,308.9,1609,49.1,137.7,0,0
741,17-06-2026,B,BP,BP03,MC-BP03,298.2,306.9,1685,33.3,28.8,0,0
742,17-06-2026,B,PS,PS01,MC-PS01,296,307.2,1238,39.4,135,0,0
743,17-06-2026,B,PS,PS02,MC-PS02,298.9,309.4,1501,39.1,172.6,0,0
744,17-06-2026,B,PS,PS03,MC-PS03,297.4,307.2,1247,47,65.8,0.005,0
745,17-06-2026,B,PS,PS04,MC-PS04,298.4,309.8,1117,49.7,78.9,0,0
746,17-06-2026,B,WB,WB01,MC-WB01,299.2,310,1309,53.2,169,0,0
747,17-06-2026,B,WB,WB03,MC-WB03,297.9,311,1327,43.1,214.5,0.005,0
748,17-06-2026,B,FA,FA02,MC-FA02,299.3,309.8,1168,23.1,208.4,0,0
749,17-06-2026,B,FI,FI02,MC-FI02,295,305.3,1448,11,245.2,0.005,0
750,17-06-2026,B,FI,FI03,MC-FI03,299.5,310.3,1430,36.1,5.8,0,0
751,17-06-2026,C,EA,EA01,MC-EA01,299.6,311.6,1682,37.2,184.9,0,0
752,17-06-2026,C,EA,EA02,MC-EA02,298.5,307.3,1784,35.4,6.7,0,0
753,17-06-2026,C,EA,EA03,MC-EA03,296.6,306.4,1693,51.7,210.2,0.005,0
754,17-06-2026,C,CB,CB01,MC-CB01,300.7,309,1483,32.2,33.5,0,0
755,17-06-2026,C,CB,CB02,MC-CB02,299.2,309.8,1673,47.8,111.6,0,0
756,17-06-2026,C,BP,BP03,MC-BP03,296,306.2,1602,24.2,241.4,0.005,0
757,17-06-2026,C,PS,PS01,MC-PS01,297.4,308,1629,44.5,236,0.135,0
758,17-06-2026,C,PS,PS02,MC-PS02,297.2,308.1,1278,44.6,63.9,0,0
759,17-06-2026,C,PS,PS03,MC-PS03,299.3,309.7,1516,43.5,142.8,0,0
760,17-06-2026,C,PS,PS04,MC-PS04,295.9,304.7,1509,42.7,199.1,0,0
761,17-06-2026,C,WB,WB01,MC-WB01,295.6,305.1,1396,56.4,85.8,0,0
762,17-06-2026,C,WB,WB03,MC-WB03,300.1,310.3,1497,54.4,59.5,0,0
763,17-06-2026,C,FA,FA02,MC-FA02,297.1,307.8,1600,33.6,123.2,0,0
764,17-06-2026,C,FI,FI02,MC-FI02,297,307.1,1545,40.9,221.8,0.015,0
765,17-06-2026,C,FI,FI03,MC-FI03,297.5,307.4,1202,46,221.2,0.09,0
766,18-06-2026,A,EA,EA01,MC-EA01,298.6,308.3,1215,36.1,30.4,0,0
767,18-06-2026,A,EA,EA02,MC-EA02,296.8,306.2,1564,45.3,96.1,0,0
768,18-06-2026,A,EA,EA03,MC-EA03,296.8,307.2,1757,33,88.5,0,0
769,18-06-2026,A,CB,CB01,MC-CB01,297.6,308.3,1387,34.2,113,0,0
770,18-06-2026,A,CB,CB02,MC-CB02,297.9,309,1662,39.2,166.5,0,0
771,18-06-2026,A,BP,BP03,MC-BP03,297.4,306,1378,33.9,15.2,0,0
772,18-06-2026,A,PS,PS01,MC-PS01,296,306.3,1402,35.8,54.8,0,0
773,18-06-2026,A,PS,PS02,MC-PS02,297.1,307.3,1333,34.1,92.9,0,0
774,18-06-2026,A,PS,PS03,MC-PS03,302.2,310.2,1746,52.4,60.5,0,0
775,18-06-2026,A,PS,PS04,MC-PS04,297.1,308.3,1427,27,16.6,0,0
776,18-06-2026,A,WB,WB01,MC-WB01,297.7,307.4,1506,59.6,195.8,0,0
777,18-06-2026,A,WB,WB03,MC-WB03,295.9,305.5,1656,44.8,117.8,0,0
778,18-06-2026,A,FA,FA02,MC-FA02,295.1,304.8,1442,57.3,171.7,0,0
779,18-06-2026,A,FI,FI02,MC-FI02,301.7,311.4,1416,48.5,13.8,0,0
780,18-06-2026,A,FI,FI03,MC-FI03,297.4,308,1450,42.4,178.6,0,0
781,18-06-2026,B,EA,EA01,MC-EA01,298.1,307.4,1587,39.2,123.8,0,0
782,18-06-2026,B,EA,EA02,MC-EA02,297.1,308,1589,40.5,170.7,0,0
783,18-06-2026,B,EA,EA03,MC-EA03,296.2,307,1341,51.7,71.9,0.01,0
784,18-06-2026,B,CB,CB01,MC-CB01,297.7,308.3,1446,36.2,197.4,0,0
785,18-06-2026,B,CB,CB02,MC-CB02,300.4,309.3,1070,38,145,0,0
786,18-06-2026,B,BP,BP03,MC-BP03,298,307.6,1461,38.4,143.6,0,0
787,18-06-2026,B,PS,PS01,MC-PS01,295.8,304.3,1475,48.5,216.7,0,0
788,18-06-2026,B,PS,PS02,MC-PS02,298.7,307.6,1484,36.5,91.1,0,0
789,18-06-2026,B,PS,PS03,MC-PS03,296.7,305.6,1332,47.4,146.9,0,0
790,18-06-2026,B,PS,PS04,MC-PS04,295.4,304.6,1265,37,241.1,0.005,0
791,18-06-2026,B,WB,WB01,MC-WB01,297.8,308.1,1268,37.2,180.4,0,0
792,18-06-2026,B,WB,WB03,MC-WB03,298.2,308,1129,32,156.7,0,0
793,18-06-2026,B,FA,FA02,MC-FA02,299.1,309.3,1564,39.5,238.6,0.04,0
794,18-06-2026,B,FI,FI02,MC-FI02,297,307.6,1317,22.5,39.8,0,0
795,18-06-2026,B,FI,FI03,MC-FI03,299.1,311.2,1504,21.8,235.9,0,0
796,18-06-2026,C,EA,EA01,MC-EA01,297.3,307.5,1716,57.3,190.7,0,0
797,18-06-2026,C,EA,EA02,MC-EA02,299.5,308.9,1401,22.7,149.6,0,0
798,18-06-2026,C,EA,EA03,MC-EA03,296.2,306.1,1397,58.5,207.7,0,0
799,18-06-2026,C,CB,CB01,MC-CB01,296.6,306.2,1544,18.5,150,0,0
800,18-06-2026,C,CB,CB02,MC-CB02,294.9,303.4,1101,33.6,248.3,0.015,0
801,18-06-2026,C,BP,BP03,MC-BP03,296.5,306.7,1680,22.7,148.7,0,0
802,18-06-2026,C,PS,PS01,MC-PS01,301,310.5,1338,21.9,228.5,0,0
803,18-06-2026,C,PS,PS02,MC-PS02,296.1,306.7,1498,40.6,74,0,0
804,18-06-2026,C,PS,PS03,MC-PS03,295.4,304.8,1337,47.8,103.2,0,0
805,18-06-2026,C,PS,PS04,MC-PS04,298.4,307.9,1449,48,212.2,0.005,0
806,18-06-2026,C,WB,WB01,MC-WB01,300.1,309.1,1472,39.5,167.1,0,0
807,18-06-2026,C,WB,WB03,MC-WB03,298.5,308.5,1442,28,210,0,0
808,18-06-2026,C,FA,FA02,MC-FA02,296.5,306.1,1758,32.1,169.9,0,0
809,18-06-2026,C,FI,FI02,MC-FI02,295.8,307.3,1322,40,57.2,0,0
810,18-06-2026,C,FI,FI03,MC-FI03,297.4,307.5,1397,45.7,161.9,0,0
811,19-06-2026,A,EA,EA01,MC-EA01,298.8,308.4,1219,43.2,60.3,0.005,0
812,19-06-2026,A,EA,EA02,MC-EA02,298.3,306.9,1381,46.4,71,0,0
813,19-06-2026,A,EA,EA03,MC-EA03,297.1,305.4,1266,42.6,141.6,0,0
814,19-06-2026,A,CB,CB01,MC-CB01,298.6,308.8,1608,30.9,216.9,0,0
815,19-06-2026,A,CB,CB02,MC-CB02,298,308.1,1275,40.6,172.9,0,0
816,19-06-2026,A,BP,BP03,MC-BP03,298.4,307.3,1520,27.9,32.2,0,0
817,19-06-2026,A,PS,PS01,MC-PS01,294.6,305.4,1489,31.9,52.5,0,0
818,19-06-2026,A,PS,PS02,MC-PS02,299.4,309.6,1420,40.8,156,0,0
819,19-06-2026,A,PS,PS03,MC-PS03,298,308.3,1677,31.6,195.7,0,0
820,19-06-2026,A,PS,PS04,MC-PS04,300.9,311.4,1401,44.9,172,0,0
821,19-06-2026,A,WB,WB01,MC-WB01,295.8,306.4,1538,40.8,102,0,0
822,19-06-2026,A,WB,WB03,MC-WB03,298.4,308.8,1385,33.9,217.9,0,0
823,19-06-2026,A,FA,FA02,MC-FA02,298.2,307.2,1289,51.4,93.6,0.005,0
824,19-06-2026,A,FI,FI02,MC-FI02,300.1,308.9,1168,31.1,93.4,0,0
825,19-06-2026,A,FI,FI03,MC-FI03,298,307.7,1500,38.4,82.7,0,0
826,19-06-2026,B,EA,EA01,MC-EA01,300.3,309.9,1732,41.9,201.8,0.005,0
827,19-06-2026,B,EA,EA02,MC-EA02,296.5,306.9,1625,33.4,92.3,0,0
828,19-06-2026,B,EA,EA03,MC-EA03,298.1,308.9,1486,29.2,111.9,0,0
829,19-06-2026,B,CB,CB01,MC-CB01,296.7,305.8,1398,30,21.6,0,0
830,19-06-2026,B,CB,CB02,MC-CB02,298.7,308.7,1691,50.9,97.4,0,0
831,19-06-2026,B,BP,BP03,MC-BP03,298.7,309.6,1422,58.2,189.5,0,0
832,19-06-2026,B,PS,PS01,MC-PS01,296.3,306,1322,39.7,38,0,0
833,19-06-2026,B,PS,PS02,MC-PS02,299.6,309.1,1540,29.1,26.7,0,0
834,19-06-2026,B,PS,PS03,MC-PS03,299.2,309.7,1358,44.3,63.3,0,0
835,19-06-2026,B,PS,PS04,MC-PS04,300.3,311.8,1605,31.8,182.4,0,0
836,19-06-2026,B,WB,WB01,MC-WB01,295.6,305,1361,45.1,88.6,0,0
837,19-06-2026,B,WB,WB03,MC-WB03,299.9,309.7,1516,43.9,168.7,0,0
838,19-06-2026,B,FA,FA02,MC-FA02,296.8,305.7,1553,48.3,142,0,0
839,19-06-2026,B,FI,FI02,MC-FI02,299.1,310.6,1602,36.6,25.4,0,0
840,19-06-2026,B,FI,FI03,MC-FI03,294.6,305.5,1324,38.6,175,0,0
841,19-06-2026,C,EA,EA01,MC-EA01,299.6,311,1530,39.6,161.9,0.03,0
842,19-06-2026,C,EA,EA02,MC-EA02,299.8,308.2,1355,38.3,79.1,0,0
843,19-06-2026,C,EA,EA03,MC-EA03,297.5,305.8,1738,48.4,83.2,0,0
844,19-06-2026,C,CB,CB01,MC-CB01,299.9,309,1601,46.4,36.1,0,0
845,19-06-2026,C,CB,CB02,MC-CB02,292.9,303.5,1473,48.1,212.5,0,0
846,19-06-2026,C,BP,BP03,MC-BP03,295.2,305.1,1583,38.9,249.8,0.085,0
847,19-06-2026,C,PS,PS01,MC-PS01,299.2,310.4,1409,42.4,140.4,0,0
848,19-06-2026,C,PS,PS02,MC-PS02,299.9,311.6,1639,64.8,100.3,0,0
849,19-06-2026,C,PS,PS03,MC-PS03,296.4,307.6,1543,40.9,89.5,0,0
850,19-06-2026,C,PS,PS04,MC-PS04,298.8,310,1234,45.6,139.9,0.005,0
851,19-06-2026,C,WB,WB01,MC-WB01,301.1,311.6,1434,40.8,42.2,0,0
852,19-06-2026,C,WB,WB03,MC-WB03,300.7,311,1423,35.8,126.6,0,0
853,19-06-2026,C,FA,FA02,MC-FA02,296.9,308.4,1193,45.3,243.7,0.145,0
854,19-06-2026,C,FI,FI02,MC-FI02,301.9,311.5,1616,44.6,73.2,0,0
855,19-06-2026,C,FI,FI03,MC-FI03,298.4,309.6,1581,37.9,56.7,0,0
856,20-06-2026,A,EA,EA01,MC-EA01,299.6,309.5,1537,41.9,7.9,0,0
857,20-06-2026,A,EA,EA02,MC-EA02,296.7,308.4,1696,45.7,165.5,0,0
858,20-06-2026,A,EA,EA03,MC-EA03,300.9,310.8,1525,47.8,12.6,0,0
859,20-06-2026,A,CB,CB01,MC-CB01,299,309.4,1561,44.8,194.8,0.005,0
860,20-06-2026,A,CB,CB02,MC-CB02,298.4,308.3,1556,36.7,2.3,0,0
861,20-06-2026,A,BP,BP03,MC-BP03,298.7,308.9,1387,53.1,149.7,0,0
862,20-06-2026,A,PS,PS01,MC-PS01,298.5,308.5,1633,44.5,114.6,0,0
863,20-06-2026,A,PS,PS02,MC-PS02,298.8,309.6,1541,23.5,205.7,0,0
864,20-06-2026,A,PS,PS03,MC-PS03,295.6,306.2,1249,46.7,158.2,0.01,0
865,20-06-2026,A,PS,PS04,MC-PS04,298,307.4,1418,46.6,122.3,0,0
866,20-06-2026,A,WB,WB01,MC-WB01,298.3,309.7,1586,61.6,121.7,0,0
867,20-06-2026,A,WB,WB03,MC-WB03,299.6,308.9,1587,44.3,129.5,0,0
868,20-06-2026,A,FA,FA02,MC-FA02,297.2,307.6,1646,37.7,135.7,0,0
869,20-06-2026,A,FI,FI02,MC-FI02,296.6,308.1,1576,48.9,5.7,0.01,0
870,20-06-2026,A,FI,FI03,MC-FI03,299.1,308.4,1538,31.7,109.6,0,0
871,20-06-2026,B,EA,EA01,MC-EA01,297.7,307.4,1657,18.6,151,0,0
872,20-06-2026,B,EA,EA02,MC-EA02,295.4,304,1401,43.2,146.9,0,0
873,20-06-2026,B,EA,EA03,MC-EA03,297.8,308,1415,36.9,203.7,0,0
